sample_id	y_true	target	modality	rank	feature	attribution	input_value	target_score
TCGA-AC-A23E-01	0	final_logit	meth	4	cg10716835	0.008461437188088894	-1.0683674812316895	-2.063408374786377
TCGA-AC-A23E-01	0	final_logit	meth	5	cg06719445	-0.008184093981981277	-1.793344259262085	-2.063408374786377
TCGA-AC-A23E-01	0	final_logit	meth	6	cg05638439	-0.008017185144126415	1.3023349046707153	-2.063408374786377
TCGA-AC-A23E-01	0	final_logit	meth	7	cg06780216	0.007695412263274193	0.7084680199623108	-2.063408374786377
TCGA-AC-A23E-01	0	final_logit	meth	8	cg10805850	0.0070222471840679646	1.314166784286499	-2.063408374786377
TCGA-AC-A23E-01	0	final_logit	meth	9	cg06741896	0.006594280246645212	1.553576111793518	-2.063408374786377
TCGA-AC-A23E-01	0	final_logit	meth	10	cg01252526	0.0065611982718110085	1.3098407983779907	-2.063408374786377
TCGA-AC-A2BM-01	1	final_logit	rna	1	PDLIM3	0.3582167625427246	-2.702390193939209	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	rna	2	RBBP8	0.18460330367088318	2.7485642433166504	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	rna	3	TUBB2B	0.17233766615390778	-1.1719895601272583	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	rna	4	FARP1	0.16438472270965576	-2.6293325424194336	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	rna	5	MED13L	0.12579137086868286	1.9954935312271118	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	rna	6	BCL2	-0.1252036988735199	1.1958125829696655	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	rna	7	CYP26B1	0.12246325612068176	-2.7416961193084717	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	rna	8	HDDC2	-0.11830423772335052	-4.513143539428711	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	rna	9	CD44	0.1100723072886467	-1.921995759010315	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	rna	10	FHL2	0.10880059748888016	-1.168178677558899	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	meth	1	cg00517532	0.06562463939189911	2.1111128330230713	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	meth	2	cg26089753	-0.056065287441015244	1.5404658317565918	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	meth	3	cg03345116	-0.05562557652592659	0.9579859972000122	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	meth	4	cg15543523	-0.04459080100059509	1.4018584489822388	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	meth	5	cg00799539	-0.041156522929668427	1.3185564279556274	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	meth	6	cg05226008	-0.03858012706041336	1.7080415487289429	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	meth	7	cg10342963	0.03851662948727608	1.2957419157028198	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	meth	8	cg01321962	-0.03598548099398613	1.2736529111862183	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	meth	9	cg00773370	-0.03581160306930542	1.6048741340637207	1.6183234453201294
TCGA-AC-A2BM-01	1	final_logit	meth	10	cg06197966	0.03431767597794533	1.6673215627670288	1.6183234453201294
TCGA-AC-A2FB-01	0	final_logit	rna	1	PLAC1	-0.003486322471871972	-1.5482134819030762	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	rna	2	RASGRP1	-0.002432639943435788	0.8928732872009277	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	rna	3	ADCY9	-0.002291684504598379	-1.5586076974868774	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	rna	4	DUSP4	0.002264829119667411	1.387446641921997	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	rna	5	FOS	0.0021919775754213333	1.5364242792129517	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	rna	6	SLC1A1	-0.001933861174620688	-0.9510138630867004	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	rna	7	SGK1	-0.0017940819961950183	2.12882661819458	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	rna	8	ASCL1	0.0017080021789297462	-0.7181864380836487	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	rna	9	PRDX4	-0.0016644378192722797	-1.9989113807678223	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	rna	10	CA12	-0.001646780059672892	1.1780872344970703	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	meth	1	cg12961607	-0.009102843701839447	-1.045714259147644	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	meth	2	cg23057597	0.007394410669803619	0.7799450755119324	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	meth	3	cg14058239	-0.00643999082967639	0.988146185874939	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	meth	4	cg05638439	-0.006338049191981554	1.0230056047439575	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	meth	5	cg15543523	-0.005160048604011536	1.000322937965393	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	meth	6	cg08169949	-0.00448771333321929	-1.004738688468933	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	meth	7	cg27408285	-0.004305369220674038	0.5997288823127747	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	meth	8	cg03287339	0.00411739619448781	0.786697506904602	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	meth	9	cg01252526	0.004096478223800659	0.790015459060669	-2.066387176513672
TCGA-AC-A2FB-01	0	final_logit	meth	10	cg22730327	-0.003882758319377899	0.5937405228614807	-2.066387176513672
TCGA-AC-A2FG-01	0	final_logit	rna	1	PDZK1	-0.003808392444625497	1.6669933795928955	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	rna	2	SLC27A2	0.003591233864426613	1.0788053274154663	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	rna	3	SLC1A4	0.0030587424989789724	2.0570104122161865	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	rna	4	OVOL2	0.0026030014269053936	0.9273433089256287	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	rna	5	JAK2	0.002457640366628766	1.7558366060256958	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	rna	6	TUBB2B	-0.0023805720265954733	1.5432684421539307	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	rna	7	SLC1A1	0.0022365055046975613	1.1486462354660034	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	rna	8	PDLIM3	-0.002049393951892853	1.7384015321731567	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	rna	9	IL17RB	-0.0020082665141671896	1.4006882905960083	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	rna	10	CALCR	-0.0018934779800474644	0.6211795806884766	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	meth	1	cg10716835	0.0073424954898655415	-0.8178951144218445	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	meth	2	cg14515791	0.006383678410202265	-0.6944099068641663	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	meth	3	cg20393620	0.006285962648689747	-1.3719308376312256	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	meth	4	cg05638439	0.005930592305958271	-0.9481415748596191	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	meth	5	cg21478921	-0.0059106056578457355	-2.523024320602417	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	meth	6	cg26708220	0.005864487960934639	1.2761942148208618	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	meth	7	cg13181974	-0.00575238885357976	1.0117915868759155	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	meth	8	cg22549041	-0.005559472367167473	-1.355771780014038	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	meth	9	cg23057597	0.00539932306855917	0.9118131995201111	-2.0502219200134277
TCGA-AC-A2FG-01	0	final_logit	meth	10	cg21116267	0.005031426902860403	-0.8747957348823547	-2.0502219200134277
TCGA-AN-A0XV-01	0	final_logit	rna	1	HDGF	-0.1351364254951477	-1.3966127634048462	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	rna	2	DSCC1	0.1269845813512802	1.408581256866455	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	rna	3	DCK	0.12113536149263382	2.0820508003234863	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	rna	4	MRPL9	-0.11868347972631454	-1.4893358945846558	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	rna	5	ZW10	0.10573308914899826	1.243984580039978	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	rna	6	MEIS2	-0.09773916751146317	1.4404754638671875	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	rna	7	CNBP	-0.09448755532503128	1.5068669319152832	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	rna	8	DCTPP1	-0.0894305408000946	-1.3797314167022705	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	rna	9	CYC1	-0.08379072695970535	-1.6393868923187256	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	rna	10	MYC	-0.08192487061023712	1.2480489015579224	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	meth	1	cg14660676	0.1106356754899025	-1.4223817586898804	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	meth	2	cg25134328	-0.07123065739870071	1.103567123413086	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	meth	3	cg16236270	0.05459943786263466	0.8346563577651978	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	meth	4	cg00031973	-0.05441540852189064	1.2135456800460815	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	meth	5	cg08430604	0.05146164074540138	-1.2607505321502686	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	meth	6	cg04284140	0.04755393788218498	-1.1626485586166382	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	meth	7	cg03287339	0.04470847547054291	-0.9322561621665955	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	meth	8	cg05617413	-0.04189089313149452	-0.9706765413284302	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	meth	9	cg24607398	-0.0398891344666481	-1.274954080581665	-1.8830304145812988
TCGA-AN-A0XV-01	0	final_logit	meth	10	cg01856529	-0.03956655412912369	1.233382225036621	-1.8830304145812988
TCGA-AO-A03M-01	0	final_logit	rna	1	TUBB2B	-0.24181970953941345	2.2643067836761475	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	rna	2	RBL1	0.16669662296772003	3.9599597454071045	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	rna	3	KRT15	-0.11982561647891998	1.2323827743530273	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	rna	4	CSE1L	-0.10113468766212463	2.7857484817504883	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	rna	5	MEIS1	0.09866031259298325	-1.273931622505188	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	rna	6	EZH2	0.0956193134188652	2.3147151470184326	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	rna	7	AKAP1	-0.09533128142356873	-1.5426305532455444	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	rna	8	CHMP1A	-0.09157700091600418	2.2510063648223877	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	rna	9	SMC4	-0.08961223810911179	-1.3730310201644897	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	rna	10	RANBP1	0.08946507424116135	1.5655773878097534	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	meth	1	cg25134328	0.12016238272190094	-1.1847965717315674	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	meth	2	cg01321962	-0.09251777082681656	0.911103367805481	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	meth	3	cg26089753	-0.09086596965789795	1.2798709869384766	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	meth	4	cg16236270	0.0882289782166481	0.9284530878067017	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	meth	5	cg00517532	0.085658960044384	1.6425318717956543	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	meth	6	cg24724428	0.08543510735034943	-1.1864140033721924	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	meth	7	cg00031973	0.0832100659608841	-0.9591101408004761	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	meth	8	cg03672342	0.08279124647378922	1.5805866718292236	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	meth	9	cg19516279	-0.08108635991811752	-0.7005173563957214	-1.1104497909545898
TCGA-AO-A03M-01	0	final_logit	meth	10	cg05703053	0.0749429315328598	1.0256094932556152	-1.1104497909545898
TCGA-AO-A03N-01	1	final_logit	rna	1	SLC26A2	-0.3705150783061981	3.4172770977020264	1.281868577003479
TCGA-AO-A03N-01	1	final_logit	rna	2	DUSP4	0.3690442144870758	-2.0683748722076416	1.281868577003479
TCGA-AO-A03N-01	1	final_logit	rna	3	AHNAK	0.31212085485458374	-2.318671226501465	1.281868577003479
TCGA-AO-A03N-01	1	final_logit	rna	4	MRPL23	-0.3018872141838074	2.309567928314209	1.281868577003479
TCGA-AO-A03N-01	1	final_logit	rna	5	PAN2	-0.2965018153190613	-2.5525314807891846	1.281868577003479
TCGA-AO-A03N-01	1	final_logit	rna	6	U2AF1	-0.2914355993270874	2.6376829147338867	1.281868577003479
TCGA-AO-A03N-01	1	final_logit	rna	7	BCL2	0.2894185781478882	-2.5485522747039795	1.281868577003479
TCGA-AO-A03N-01	1	final_logit	rna	8	SF3A1	0.2716332972049713	-2.6349034309387207	1.281868577003479
TCGA-AO-A03N-01	1	final_logit	rna	9	DHX15	-0.270774245262146	-2.6416687965393066	1.281868577003479
