target	modality	rank	feature	mean_abs_attr
lumB_pole	meth	25	cg16898193	0.011546154506504536
lumB_pole	meth	26	cg06539449	0.01106395572423935
lumB_pole	meth	27	cg04284140	0.01058197021484375
lumB_pole	meth	28	cg07809589	0.01004081591963768
lumB_pole	meth	29	cg26203572	0.00954469759017229
lumB_pole	meth	30	cg14982203	0.009490200318396091
lumB_pole	meth	31	cg14515791	0.00943535752594471
lumB_pole	meth	32	cg13181164	0.009378571063280106
lumB_pole	meth	33	cg08479476	0.00934035424143076
lumB_pole	meth	34	cg17090968	0.009149149060249329
lumB_pole	meth	35	cg08169949	0.008497984148561954
lumB_pole	meth	36	cg26708220	0.008453239686787128
lumB_pole	meth	37	cg18696576	0.007907175458967686
lumB_pole	meth	38	cg01856529	0.007417324930429459
lumB_pole	meth	39	cg20687242	0.006761769764125347
lumB_pole	meth	40	cg19595750	0.006733987480401993
lumB_pole	meth	41	cg27408285	0.006730213761329651
lumB_pole	meth	42	cg08430604	0.006482379976660013
lumB_pole	meth	43	cg19084479	0.006390070077031851
lumB_pole	meth	44	cg18668813	0.006124421954154968
lumB_pole	meth	45	cg15742848	0.006078535690903664
lumB_pole	meth	46	cg02103401	0.005860764998942614
lumB_pole	meth	47	cg10752421	0.005625220015645027
lumB_pole	meth	48	cg00031973	0.005605352111160755
lumB_pole	meth	49	cg25134328	0.0054321084171533585
lumB_pole	meth	50	cg20402783	0.005340107250958681
