sample_id	y_true	target	modality	rank	feature	attribution	input_value	target_score
MB-0386	0	final_logit	rna	8	ARID4A	0.007890590466558933	-2.3153486251831055	-1.9938241243362427
MB-0386	0	final_logit	rna	9	ILF2	0.007609991356730461	1.884015440940857	-1.9938241243362427
MB-0386	0	final_logit	rna	10	SNRPG	-0.007601907942444086	-1.434407353401184	-1.9938241243362427
MB-0386	0	final_logit	meth	1	cg06665913	0.017653072252869606	-3.0335254669189453	-1.9938241243362427
MB-0386	0	final_logit	meth	2	cg26708220	-0.016668997704982758	-2.3112874031066895	-1.9938241243362427
MB-0386	0	final_logit	meth	3	cg20087413	-0.01453147642314434	-2.538076162338257	-1.9938241243362427
MB-0386	0	final_logit	meth	4	cg14042099	0.01404830627143383	-1.9559640884399414	-1.9938241243362427
MB-0386	0	final_logit	meth	5	cg15543523	-0.014046117663383484	-2.507305383682251	-1.9938241243362427
MB-0386	0	final_logit	meth	6	cg00773370	-0.013996271416544914	-2.676765203475952	-1.9938241243362427
MB-0386	0	final_logit	meth	7	cg20402783	0.013689661398530006	-2.0603036880493164	-1.9938241243362427
MB-0386	0	final_logit	meth	8	cg06719445	-0.013303630985319614	-2.7256600856781006	-1.9938241243362427
MB-0386	0	final_logit	meth	9	cg01738022	-0.01301487348973751	-2.1831064224243164	-1.9938241243362427
MB-0386	0	final_logit	meth	10	cg06539449	0.012602373026311398	-3.0733606815338135	-1.9938241243362427
MB-0574	0	final_logit	rna	1	FOXC1	0.7031155824661255	-1.834589958190918	-1.4513230323791504
MB-0574	0	final_logit	rna	2	TUBB2B	0.5590879917144775	-1.5826867818832397	-1.4513230323791504
MB-0574	0	final_logit	rna	3	SLC1A4	-0.47728776931762695	-2.6706480979919434	-1.4513230323791504
MB-0574	0	final_logit	rna	4	KRT15	0.3061196804046631	-1.0874615907669067	-1.4513230323791504
MB-0574	0	final_logit	rna	5	DUSP4	-0.2856461703777313	1.2769802808761597	-1.4513230323791504
MB-0574	0	final_logit	rna	6	AHNAK	0.258257120847702	-1.0225517749786377	-1.4513230323791504
MB-0574	0	final_logit	rna	7	BCL2	0.2448883354663849	-0.767153263092041	-1.4513230323791504
MB-0574	0	final_logit	rna	8	PDLIM3	-0.21349427103996277	0.6690781116485596	-1.4513230323791504
MB-0574	0	final_logit	rna	9	CYP26B1	0.20518742501735687	-1.1473466157913208	-1.4513230323791504
MB-0574	0	final_logit	rna	10	TIAM1	0.19961687922477722	-2.3301639556884766	-1.4513230323791504
MB-0574	0	final_logit	meth	1	cg17538572	-0.21155253052711487	-2.3391120433807373	-1.4513230323791504
MB-0574	0	final_logit	meth	2	cg06539449	-0.17371085286140442	-3.0733606815338135	-1.4513230323791504
MB-0574	0	final_logit	meth	3	cg03345116	0.17059724032878876	-2.8844118118286133	-1.4513230323791504
MB-0574	0	final_logit	meth	4	cg20087413	0.16807588934898376	-2.538076162338257	-1.4513230323791504
MB-0574	0	final_logit	meth	5	cg00773370	0.16247594356536865	-2.676765203475952	-1.4513230323791504
MB-0574	0	final_logit	meth	6	cg14042099	-0.15613910555839539	-1.9559640884399414	-1.4513230323791504
MB-0574	0	final_logit	meth	7	cg01207684	-0.13805000483989716	-2.9766643047332764	-1.4513230323791504
MB-0574	0	final_logit	meth	8	cg24676071	0.1325620859861374	-2.428433656692505	-1.4513230323791504
MB-0574	0	final_logit	meth	9	cg13570656	-0.11616207659244537	-2.057338237762451	-1.4513230323791504
MB-0574	0	final_logit	meth	10	cg26089753	0.11612188816070557	-2.3165159225463867	-1.4513230323791504
MB-0185	1	final_logit	rna	1	BCL2	0.3007531464099884	-1.509375810623169	1.6155341863632202
MB-0185	1	final_logit	rna	2	AHNAK	0.2468823343515396	-1.5518078804016113	1.6155341863632202
MB-0185	1	final_logit	rna	3	FARP1	0.24385173618793488	-1.832360863685608	1.6155341863632202
MB-0185	1	final_logit	rna	4	SLC22A5	-0.2315194457769394	-3.6627795696258545	1.6155341863632202
MB-0185	1	final_logit	rna	5	ZBTB16	0.2284657210111618	-1.5592563152313232	1.6155341863632202
MB-0185	1	final_logit	rna	6	IGF1R	0.2136954367160797	-3.844367265701294	1.6155341863632202
MB-0185	1	final_logit	rna	7	SLC7A5	0.21319639682769775	2.1309611797332764	1.6155341863632202
MB-0185	1	final_logit	rna	8	FHL2	-0.17555777728557587	1.304757833480835	1.6155341863632202
MB-0185	1	final_logit	rna	9	CLIC3	-0.1705474853515625	2.010573625564575	1.6155341863632202
MB-0185	1	final_logit	rna	10	TMPRSS3	0.16461792588233948	-1.3864084482192993	1.6155341863632202
MB-0185	1	final_logit	meth	1	cg03345116	0.19518177211284637	-2.8844118118286133	1.6155341863632202
MB-0185	1	final_logit	meth	2	cg17538572	-0.1307832896709442	-2.3391120433807373	1.6155341863632202
MB-0185	1	final_logit	meth	3	cg15543523	0.12814265489578247	-2.507305383682251	1.6155341863632202
MB-0185	1	final_logit	meth	4	cg20087413	0.12350187450647354	-2.538076162338257	1.6155341863632202
MB-0185	1	final_logit	meth	5	cg14042099	-0.12187793105840683	-1.9559640884399414	1.6155341863632202
MB-0185	1	final_logit	meth	6	cg25744613	-0.12056057900190353	-1.936889886856079	1.6155341863632202
MB-0185	1	final_logit	meth	7	cg26089753	0.1160905659198761	-2.3165159225463867	1.6155341863632202
MB-0185	1	final_logit	meth	8	cg01207684	-0.09481102228164673	-2.9766643047332764	1.6155341863632202
MB-0185	1	final_logit	meth	9	cg10342963	-0.09167580306529999	-1.56613028049469	1.6155341863632202
MB-0185	1	final_logit	meth	10	cg00773370	0.08020579814910889	-2.676765203475952	1.6155341863632202
MB-0503	0	final_logit	rna	1	KRT13	0.010301034897565842	3.86777400970459	-1.9765058755874634
MB-0503	0	final_logit	rna	2	MYBBP1A	-0.010164403356611729	-2.0454182624816895	-1.9765058755874634
MB-0503	0	final_logit	rna	3	FOS	0.006985911633819342	1.8015823364257812	-1.9765058755874634
MB-0503	0	final_logit	rna	4	TOB1	0.005550588481128216	2.932783603668213	-1.9765058755874634
MB-0503	0	final_logit	rna	5	DBF4	-0.005353456363081932	2.3681485652923584	-1.9765058755874634
MB-0503	0	final_logit	rna	6	UBR7	0.005015078466385603	-2.2583510875701904	-1.9765058755874634
MB-0503	0	final_logit	rna	7	TRA2B	-0.004920288920402527	-2.5480501651763916	-1.9765058755874634
MB-0503	0	final_logit	rna	8	KRT15	0.004448477178812027	1.6302926540374756	-1.9765058755874634
MB-0503	0	final_logit	rna	9	ABHD2	-0.004369453992694616	1.1781026124954224	-1.9765058755874634
MB-0503	0	final_logit	rna	10	TUBB	-0.004062587395310402	1.275588870048523	-1.9765058755874634
MB-0503	0	final_logit	meth	1	cg06665913	0.013092601671814919	-3.0335254669189453	-1.9765058755874634
MB-0503	0	final_logit	meth	2	cg01207684	0.011321174912154675	-2.9766643047332764	-1.9765058755874634
MB-0503	0	final_logit	meth	3	cg06719445	-0.010993595235049725	-2.7256600856781006	-1.9765058755874634
MB-0503	0	final_logit	meth	4	cg09646983	0.01023622415959835	-2.737330675125122	-1.9765058755874634
MB-0503	0	final_logit	meth	5	cg26708220	-0.010028108954429626	-2.3112874031066895	-1.9765058755874634
MB-0503	0	final_logit	meth	6	cg02852791	-0.00951052363961935	-2.7205967903137207	-1.9765058755874634
MB-0503	0	final_logit	meth	7	cg00773370	-0.008949259296059608	-2.676765203475952	-1.9765058755874634
MB-0503	0	final_logit	meth	8	cg15318546	-0.008374168537557125	-2.3790385723114014	-1.9765058755874634
MB-0503	0	final_logit	meth	9	cg20087413	-0.008304717019200325	-2.538076162338257	-1.9765058755874634
MB-0503	0	final_logit	meth	10	cg17642369	0.008036070503294468	-2.204291343688965	-1.9765058755874634
MB-0218	1	final_logit	rna	1	EGR3	-1.4323179721832275	2.3645312786102295	0.3966968357563019
MB-0218	1	final_logit	rna	2	WFDC2	1.3861863613128662	-2.794363021850586	0.3966968357563019
MB-0218	1	final_logit	rna	3	FOS	-1.1126772165298462	2.0023269653320312	0.3966968357563019
MB-0218	1	final_logit	rna	4	BATF	-0.9513117671012878	2.2310597896575928	0.3966968357563019
MB-0218	1	final_logit	rna	5	SGK1	-0.7943167090415955	1.406825065612793	0.3966968357563019
MB-0218	1	final_logit	rna	6	TUBB2B	0.7721066474914551	-0.9782878160476685	0.3966968357563019
MB-0218	1	final_logit	rna	7	SLC26A2	0.7532539367675781	-1.7409658432006836	0.3966968357563019
MB-0218	1	final_logit	rna	8	TMPRSS3	0.7524756789207458	-1.9865944385528564	0.3966968357563019
MB-0218	1	final_logit	rna	9	KRT15	0.5828965306282043	-0.9314720034599304	0.3966968357563019
MB-0218	1	final_logit	rna	10	BHLHE40	-0.5543548464775085	1.6601910591125488	0.3966968357563019
MB-0218	1	final_logit	meth	1	cg17538572	-0.5089907050132751	-2.3391120433807373	0.3966968357563019
MB-0218	1	final_logit	meth	2	cg03345116	0.4206545352935791	-2.8844118118286133	0.3966968357563019
MB-0218	1	final_logit	meth	3	cg06539449	-0.3433276414871216	-3.0733606815338135	0.3966968357563019
MB-0218	1	final_logit	meth	4	cg25744613	-0.3297831118106842	-1.936889886856079	0.3966968357563019
MB-0218	1	final_logit	meth	5	cg14042099	-0.32615089416503906	-1.9559640884399414	0.3966968357563019
MB-0218	1	final_logit	meth	6	cg01207684	-0.3096814751625061	-2.9766643047332764	0.3966968357563019
MB-0218	1	final_logit	meth	7	cg06223834	0.30697739124298096	-3.4897584915161133	0.3966968357563019
MB-0218	1	final_logit	meth	8	cg14660676	0.3055351674556732	-2.292222261428833	0.3966968357563019
MB-0218	1	final_logit	meth	9	cg20087413	0.2912943959236145	-2.538076162338257	0.3966968357563019
MB-0218	1	final_logit	meth	10	cg00773370	0.2672966718673706	-2.676765203475952	0.3966968357563019
MB-0891	0	final_logit	rna	1	CYP26B1	0.011614877730607986	3.4423115253448486	-1.978796362876892
MB-0891	0	final_logit	rna	2	CLU	0.006693356204777956	2.2287275791168213	-1.978796362876892
MB-0891	0	final_logit	rna	3	ABHD2	0.004255747888237238	-1.0921958684921265	-1.978796362876892
MB-0891	0	final_logit	rna	4	CALCR	-0.004174740519374609	0.9534129500389099	-1.978796362876892
MB-0891	0	final_logit	rna	5	EGR3	0.003417202038690448	2.2763497829437256	-1.978796362876892
MB-0891	0	final_logit	rna	6	AKAP1	-0.0032496496569365263	-1.2287678718566895	-1.978796362876892
MB-0891	0	final_logit	rna	7	CXCL12	0.002822631038725376	1.6593271493911743	-1.978796362876892
MB-0891	0	final_logit	rna	8	CDC14B	-0.0026974801439791918	1.1743096113204956	-1.978796362876892
MB-0891	0	final_logit	rna	9	RAB31	-0.002631220268085599	0.7746185660362244	-1.978796362876892
MB-0891	0	final_logit	rna	10	PLAC1	0.0024713038001209497	0.7723907232284546	-1.978796362876892
MB-0891	0	final_logit	meth	1	cg09646983	0.014410915784537792	-2.737330675125122	-1.978796362876892
MB-0891	0	final_logit	meth	2	cg06719445	-0.011088510975241661	-2.7256600856781006	-1.978796362876892
MB-0891	0	final_logit	meth	3	cg26708220	-0.0106981685385108	-2.3112874031066895	-1.978796362876892
MB-0891	0	final_logit	meth	4	cg06665913	0.010637047700583935	-3.0335254669189453	-1.978796362876892
MB-0891	0	final_logit	meth	5	cg23057597	-0.01034417562186718	-2.2889835834503174	-1.978796362876892
MB-0891	0	final_logit	meth	6	cg14058239	0.009332491084933281	-2.544057846069336	-1.978796362876892
MB-0891	0	final_logit	meth	7	cg22731981	0.00847863219678402	-2.833601951599121	-1.978796362876892
MB-0891	0	final_logit	meth	8	cg15318546	-0.007783281616866589	-2.3790385723114014	-1.978796362876892
MB-0891	0	final_logit	meth	9	cg20087413	-0.007606539875268936	-2.538076162338257	-1.978796362876892
MB-0891	0	final_logit	meth	10	cg09970590	0.007424679584801197	-2.892148971557617	-1.978796362876892
MB-0899	0	final_logit	rna	1	TUBB	-0.014366204850375652	1.1347148418426514	-1.988402247428894
MB-0899	0	final_logit	rna	2	MRPL23	0.012047488242387772	-1.5472809076309204	-1.988402247428894
MB-0899	0	final_logit	rna	3	PRPF4B	-0.011063109152019024	-1.6500041484832764	-1.988402247428894
MB-0899	0	final_logit	rna	4	ANP32E	-0.010994783602654934	1.4802683591842651	-1.988402247428894
MB-0899	0	final_logit	rna	5	HSP90AB1	-0.009812109172344208	-1.7549042701721191	-1.988402247428894
MB-0899	0	final_logit	rna	6	RAD50	-0.009491179138422012	-2.8805923461914062	-1.988402247428894
MB-0899	0	final_logit	rna	7	EGR3	0.009011575020849705	1.7698699235916138	-1.988402247428894
MB-0899	0	final_logit	rna	8	WEE1	0.00862989854067564	-1.2287850379943848	-1.988402247428894
MB-0899	0	final_logit	rna	9	ILF2	0.008572443388402462	1.1128233671188354	-1.988402247428894
MB-0899	0	final_logit	rna	10	SNRPB2	0.008545414544641972	0.8554107546806335	-1.988402247428894
MB-0899	0	final_logit	meth	1	cg06665913	0.024521421641111374	-3.0335254669189453	-1.988402247428894
MB-0899	0	final_logit	meth	2	cg06719445	-0.01745688170194626	-2.7256600856781006	-1.988402247428894
MB-0899	0	final_logit	meth	3	cg04284140	0.015559133142232895	-1.9572434425354004	-1.988402247428894
MB-0899	0	final_logit	meth	4	cg01207684	0.014735202305018902	-2.9766643047332764	-1.988402247428894
MB-0899	0	final_logit	meth	5	cg00773370	-0.014067163690924644	-2.676765203475952	-1.988402247428894
MB-0899	0	final_logit	meth	6	cg24607398	0.013652999885380268	-2.205291748046875	-1.988402247428894
MB-0899	0	final_logit	meth	7	cg08430604	-0.01323908381164074	-1.760776400566101	-1.988402247428894
MB-0899	0	final_logit	meth	8	cg20087413	-0.01260510552674532	-2.538076162338257	-1.988402247428894
MB-0899	0	final_logit	meth	9	cg20402783	0.011956403031945229	-2.0603036880493164	-1.988402247428894
MB-0899	0	final_logit	meth	10	cg01856529	0.011451078578829765	-2.160060405731201	-1.988402247428894
MB-0605	0	final_logit	rna	1	FOS	0.007480980362743139	1.4213415384292603	-1.9934266805648804
MB-0605	0	final_logit	rna	2	TFF1	-0.007275515701621771	1.2906476259231567	-1.9934266805648804
MB-0605	0	final_logit	rna	3	CALCR	-0.005744986701756716	0.8112991452217102	-1.9934266805648804
MB-0605	0	final_logit	rna	4	CYP26B1	0.005146740470081568	1.1086273193359375	-1.9934266805648804
MB-0605	0	final_logit	rna	5	DLGAP5	0.0046876342967152596	-4.751056671142578	-1.9934266805648804
MB-0605	0	final_logit	rna	6	SGK1	-0.004331638570874929	1.407301425933838	-1.9934266805648804
MB-0605	0	final_logit	rna	7	TIAM1	-0.004104744177311659	1.208348274230957	-1.9934266805648804
MB-0605	0	final_logit	rna	8	TSPAN1	-0.003904506331309676	-1.4068938493728638	-1.9934266805648804
MB-0605	0	final_logit	rna	9	DHRS2	-0.003659031121060252	-1.1759028434753418	-1.9934266805648804
MB-0605	0	final_logit	rna	10	CYP1A1	-0.003491415875032544	-0.7986428141593933	-1.9934266805648804
MB-0605	0	final_logit	meth	1	cg09646983	0.015131650492548943	-2.737330675125122	-1.9934266805648804
MB-0605	0	final_logit	meth	2	cg06665913	0.014687012881040573	-3.0335254669189453	-1.9934266805648804
MB-0605	0	final_logit	meth	3	cg26708220	-0.010646502487361431	-2.3112874031066895	-1.9934266805648804
MB-0605	0	final_logit	meth	4	cg14042099	0.01046704314649105	-1.9559640884399414	-1.9934266805648804
MB-0605	0	final_logit	meth	5	cg06719445	-0.010287418030202389	-2.7256600856781006	-1.9934266805648804
MB-0605	0	final_logit	meth	6	cg00773370	-0.00947329681366682	-2.676765203475952	-1.9934266805648804
MB-0605	0	final_logit	meth	7	cg20087413	-0.00928211398422718	-2.538076162338257	-1.9934266805648804
MB-0605	0	final_logit	meth	8	cg14058239	0.00865946151316166	-2.544057846069336	-1.9934266805648804
MB-0605	0	final_logit	meth	9	cg01207684	0.008519127033650875	-2.9766643047332764	-1.9934266805648804
MB-0605	0	final_logit	meth	10	cg02852791	-0.00848357193171978	-2.7205967903137207	-1.9934266805648804
MB-0258	0	final_logit	rna	1	RBBP8	0.1747843623161316	1.0566740036010742	-1.5715733766555786
MB-0258	0	final_logit	rna	2	BAG1	-0.1732369214296341	1.9155975580215454	-1.5715733766555786
MB-0258	0	final_logit	rna	3	TMPRSS3	-0.15062473714351654	1.3008257150650024	-1.5715733766555786
MB-0258	0	final_logit	rna	4	ALDH3A2	0.14094170928001404	1.4557687044143677	-1.5715733766555786
MB-0258	0	final_logit	rna	5	TUBB2B	0.1401405781507492	-0.557414710521698	-1.5715733766555786
MB-0258	0	final_logit	rna	6	SLC7A5	-0.13605308532714844	-1.123355507850647	-1.5715733766555786
MB-0258	0	final_logit	rna	7	MYC	-0.12942790985107422	1.2987260818481445	-1.5715733766555786
MB-0258	0	final_logit	rna	8	IL17RB	0.12461547553539276	2.4055683612823486	-1.5715733766555786
MB-0258	0	final_logit	rna	9	BCL2	-0.12427366524934769	0.75298011302948	-1.5715733766555786
MB-0258	0	final_logit	rna	10	RAB31	0.12229365110397339	0.9074605703353882	-1.5715733766555786
MB-0258	0	final_logit	meth	1	cg17538572	-0.14719928801059723	-2.3391120433807373	-1.5715733766555786
MB-0258	0	final_logit	meth	2	cg00773370	0.1252543181180954	-2.676765203475952	-1.5715733766555786
MB-0258	0	final_logit	meth	3	cg03345116	0.12481728941202164	-2.8844118118286133	-1.5715733766555786
MB-0258	0	final_logit	meth	4	cg14042099	-0.12064771354198456	-1.9559640884399414	-1.5715733766555786
MB-0258	0	final_logit	meth	5	cg20087413	0.10862904042005539	-2.538076162338257	-1.5715733766555786
MB-0258	0	final_logit	meth	6	cg01207684	-0.10363491624593735	-2.9766643047332764	-1.5715733766555786
MB-0258	0	final_logit	meth	7	cg06539449	-0.09587139636278152	-3.0733606815338135	-1.5715733766555786
MB-0258	0	final_logit	meth	8	cg14660676	0.09447331726551056	-2.292222261428833	-1.5715733766555786
MB-0258	0	final_logit	meth	9	cg05923595	-0.08741391450166702	-1.7707841396331787	-1.5715733766555786
MB-0258	0	final_logit	meth	10	cg24676071	0.0855223685503006	-2.428433656692505	-1.5715733766555786
MB-0223	0	final_logit	rna	1	DLC1	-0.016443321481347084	-1.520466685295105	-1.9602621793746948
MB-0223	0	final_logit	rna	2	MAPT	-0.01498504914343357	1.706771969795227	-1.9602621793746948
MB-0223	0	final_logit	rna	3	ELF1	0.013306901790201664	2.0625085830688477	-1.9602621793746948
MB-0223	0	final_logit	rna	4	MYBBP1A	-0.012558544054627419	-1.3828409910202026	-1.9602621793746948
MB-0223	0	final_logit	rna	5	HR	0.011862208135426044	-1.430787444114685	-1.9602621793746948
MB-0223	0	final_logit	rna	6	CYP1A1	0.010024826973676682	1.6622413396835327	-1.9602621793746948
MB-0223	0	final_logit	rna	7	SLC26A2	-0.009873989038169384	2.470247983932495	-1.9602621793746948
MB-0223	0	final_logit	rna	8	IGSF1	0.009850101545453072	1.9113476276397705	-1.9602621793746948
MB-0223	0	final_logit	rna	9	TSPAN1	0.009499901905655861	1.8917455673217773	-1.9602621793746948
MB-0223	0	final_logit	rna	10	FARP1	0.00802278146147728	1.8525760173797607	-1.9602621793746948
MB-0223	0	final_logit	meth	1	cg06665913	0.021794667467474937	-3.0335254669189453	-1.9602621793746948
MB-0223	0	final_logit	meth	2	cg20087413	-0.01898849941790104	-2.538076162338257	-1.9602621793746948
MB-0223	0	final_logit	meth	3	cg09646983	0.01828073337674141	-2.737330675125122	-1.9602621793746948
MB-0223	0	final_logit	meth	4	cg14058239	0.014855093322694302	-2.544057846069336	-1.9602621793746948
MB-0223	0	final_logit	meth	5	cg01738022	-0.013970977626740932	-2.1831064224243164	-1.9602621793746948
MB-0223	0	final_logit	meth	6	cg01207684	0.01215381920337677	-2.9766643047332764	-1.9602621793746948
MB-0223	0	final_logit	meth	7	cg14042099	0.011386279948055744	-1.9559640884399414	-1.9602621793746948
MB-0223	0	final_logit	meth	8	cg15318546	-0.010404977016150951	-2.3790385723114014	-1.9602621793746948
MB-0223	0	final_logit	meth	9	cg02852791	-0.010369029827415943	-2.7205967903137207	-1.9602621793746948
MB-0223	0	final_logit	meth	10	cg22549041	0.00975843146443367	-2.150014877319336	-1.9602621793746948
MB-0445	0	final_logit	rna	1	HDDC2	-0.02659841813147068	-2.4683783054351807	-1.9727023839950562
MB-0445	0	final_logit	rna	2	STAG1	0.015197573229670525	-1.820665717124939	-1.9727023839950562
MB-0445	0	final_logit	rna	3	PRPF4B	-0.012861653231084347	-2.069610118865967	-1.9727023839950562
MB-0445	0	final_logit	rna	4	MLH1	0.012409224174916744	1.1609313488006592	-1.9727023839950562
MB-0445	0	final_logit	rna	5	CDC25B	-0.01118874829262495	-1.0179331302642822	-1.9727023839950562
MB-0445	0	final_logit	rna	6	NUP153	0.010368170216679573	-2.3710055351257324	-1.9727023839950562
MB-0445	0	final_logit	rna	7	CYP1A1	0.010357273742556572	3.4589977264404297	-1.9727023839950562
MB-0445	0	final_logit	rna	8	RAD23B	0.010129298083484173	1.5406638383865356	-1.9727023839950562
MB-0445	0	final_logit	rna	9	HSP90AB1	-0.009697403758764267	-1.599921464920044	-1.9727023839950562
MB-0445	0	final_logit	rna	10	MYC	-0.009220223873853683	1.2918286323547363	-1.9727023839950562
MB-0445	0	final_logit	meth	1	cg20402783	0.02382955327630043	-2.0603036880493164	-1.9727023839950562
MB-0445	0	final_logit	meth	2	cg06665913	0.023250000551342964	-3.0335254669189453	-1.9727023839950562
MB-0445	0	final_logit	meth	3	cg20087413	-0.01968744955956936	-2.538076162338257	-1.9727023839950562
MB-0445	0	final_logit	meth	4	cg06719445	-0.01909409463405609	-2.7256600856781006	-1.9727023839950562
MB-0445	0	final_logit	meth	5	cg26708220	-0.017456192523241043	-2.3112874031066895	-1.9727023839950562
MB-0445	0	final_logit	meth	6	cg01856529	0.017452791333198547	-2.160060405731201	-1.9727023839950562
MB-0445	0	final_logit	meth	7	cg12903574	0.015135395340621471	-2.4397683143615723	-1.9727023839950562
MB-0445	0	final_logit	meth	8	cg15318546	-0.012222480960190296	-2.3790385723114014	-1.9727023839950562
MB-0445	0	final_logit	meth	9	cg15543523	-0.011877695098519325	-2.507305383682251	-1.9727023839950562
MB-0445	0	final_logit	meth	10	cg00651400	0.011287807486951351	-1.7999558448791504	-1.9727023839950562
MB-0199	0	final_logit	rna	1	MYBBP1A	-0.01411659736186266	-1.3717195987701416	-1.9824055433273315
MB-0199	0	final_logit	rna	2	CALCR	0.009029868058860302	-1.1851412057876587	-1.9824055433273315
MB-0199	0	final_logit	rna	3	TSPAN1	0.008087925612926483	1.6334236860275269	-1.9824055433273315
MB-0199	0	final_logit	rna	4	TIAM1	0.005584359634667635	-1.0421797037124634	-1.9824055433273315
MB-0199	0	final_logit	rna	5	MSMB	0.005579020362347364	1.5726507902145386	-1.9824055433273315
MB-0199	0	final_logit	rna	6	ELF1	-0.005242416635155678	-0.8945108652114868	-1.9824055433273315
MB-0199	0	final_logit	rna	7	TFF1	-0.004200953058898449	0.6075455546379089	-1.9824055433273315
MB-0199	0	final_logit	rna	8	DLC1	-0.004136878997087479	-0.792672872543335	-1.9824055433273315
MB-0199	0	final_logit	rna	9	FAM134B	-0.004074464552104473	0.49855557084083557	-1.9824055433273315
MB-0199	0	final_logit	rna	10	DUSP4	0.004035422578454018	2.1513454914093018	-1.9824055433273315
MB-0199	0	final_logit	meth	1	cg06539449	0.016396356746554375	-3.0733606815338135	-1.9824055433273315
MB-0199	0	final_logit	meth	2	cg23057597	-0.01382079441100359	-2.2889835834503174	-1.9824055433273315
MB-0199	0	final_logit	meth	3	cg14042099	0.011922215111553669	-1.9559640884399414	-1.9824055433273315
MB-0199	0	final_logit	meth	4	cg26708220	-0.011716336011886597	-2.3112874031066895	-1.9824055433273315
MB-0199	0	final_logit	meth	5	cg06719445	-0.011675362475216389	-2.7256600856781006	-1.9824055433273315
MB-0199	0	final_logit	meth	6	cg06665913	0.011195085011422634	-3.0335254669189453	-1.9824055433273315
MB-0199	0	final_logit	meth	7	cg15318546	-0.010380350984632969	-2.3790385723114014	-1.9824055433273315
MB-0199	0	final_logit	meth	8	cg14058239	0.01029987446963787	-2.544057846069336	-1.9824055433273315
MB-0199	0	final_logit	meth	9	cg17538572	0.010219129733741283	-2.3391120433807373	-1.9824055433273315
MB-0199	0	final_logit	meth	10	cg20402783	0.009586058557033539	-2.0603036880493164	-1.9824055433273315
MB-0517	0	final_logit	rna	1	BCL2	-0.013289032503962517	1.6306371688842773	-1.969689965248108
MB-0517	0	final_logit	rna	2	CELSR1	0.011647713370621204	1.5603629350662231	-1.969689965248108
MB-0517	0	final_logit	rna	3	EXOSC8	-0.009986652061343193	7.283313274383545	-1.969689965248108
MB-0517	0	final_logit	rna	4	MYC	-0.00866977870464325	1.7489027976989746	-1.969689965248108
MB-0517	0	final_logit	rna	5	APEX1	0.008525533601641655	1.8876632452011108	-1.969689965248108
